order_id,order_date,customer_id,product_id,category,region,channel,quantity,unit_price,discount_rate,unit_cost,year,quarter,month,week,dow,net_price,line_revenue,line_cogs,gross_profit,margin_pct
ORD100334,2023-11-28,C4690,P165,Furniture,East,Online,2,374.41,0.0,161.54,2023,2023Q4,2023-11,48,Tuesday,374.41,748.82,323.08,425.74000000000007,0.5685478486151545
ORD100335,2024-08-04,C2240,P304,Office Supplies,East,Retail,9,192.63,0.0,101.26,2024,2024Q3,2024-08,31,Sunday,192.63,1733.67,911.34,822.33,0.4743290245548461
ORD100336,2024-11-24,C9470,P570,Technology,Central,Online,5,216.57,0.0,130.19,2024,2024Q4,2024-11,47,Sunday,216.57,1082.85,650.95,431.89999999999986,0.3988548737128872
ORD100337,2023-08-17,C3739,P145,Technology,East,Online,2,171.79,0.1,117.47,2023,2023Q3,2023-08,33,Thursday,154.611,309.222,234.94,74.28199999999998,0.24022223515791238
ORD100338,2023-05-26,C3001,P871,Furniture,South,Online,1,79.71,0.09,50.28,2023,2023Q2,2023-05,21,Friday,72.53609999999999,72.53609999999999,50.28,22.25609999999999,0.3068279105162808
ORD100339,2024-11-17,C5975,P879,Furniture,Central,Online,4,358.34,0.15,266.38,2024,2024Q4,2024-11,46,Sunday,304.589,1218.356,1065.52,152.836,0.12544445137546006
ORD100340,2024-04-02,C4826,P586,Furniture,West,Online,9,437.15,0.06,226.51,2024,2024Q2,2024-04,14,Tuesday,410.92099999999994,3698.2889999999993,2038.59,1659.6989999999994,0.4487748253313896
ORD100341,2023-07-29,C1872,P374,Technology,South,Retail,4,453.27,0.01,324.53,2023,2023Q3,2023-07,30,Saturday,448.7373,1794.9492,1298.12,496.8292000000001,0.2767929031083443
ORD100342,2024-03-23,C8347,P188,Technology,Central,Retail,9,441.0,0.07,338.45,2024,2024Q1,2024-03,12,Saturday,410.13,3691.17,3046.0499999999997,645.1200000000003,0.17477385219320712
ORD100343,2024-01-06,C8611,P656,Technology,Central,Online,5,228.63,0.1,170.16,2024,2024Q1,2024-01,1,Saturday,205.767,1028.835,850.8,178.03500000000008,0.17304524049045772
ORD100344,2024-10-13,C7685,P583,Furniture,East,Online,7,145.61,0.12,108.75,2024,2024Q4,2024-10,41,Sunday,128.13680000000002,896.9576000000002,761.25,135.70760000000018,0.15129767560919286
ORD100345,2023-07-04,C6550,P783,Furniture,Central,Online,8,320.77,0.04,256.56,2023,2023Q3,2023-07,27,Tuesday,307.93919999999997,2463.5135999999998,2052.48,411.03359999999975,0.16684852074695256
ORD100346,2024-12-14,C4622,P641,Furniture,Central,Online,1,477.58,0.17,209.12,2024,2024Q4,2024-12,50,Saturday,396.3914,396.3914,209.12,187.27139999999997,0.47244062308112633
ORD100347,2024-11-04,C5880,P215,Technology,South,Online,1,364.89,0.05,260.44,2024,2024Q4,2024-11,45,Monday,346.64549999999997,346.64549999999997,260.44,86.20549999999997,0.24868489566430252
ORD100348,2023-05-11,C5688,P209,Technology,West,Online,9,249.95,0.03,208.93,2023,2023Q2,2023-05,19,Thursday,242.45149999999998,2182.0634999999997,1880.3700000000001,301.69349999999963,0.13826064181908532
ORD100349,2023-04-29,C2487,P801,Furniture,Central,Retail,9,345.96,0.06,227.69,2023,2023Q2,2023-04,17,Saturday,325.20239999999995,2926.8215999999998,2049.21,877.6115999999997,0.2998514156107088
ORD100350,2024-01-19,C1736,P242,Furniture,West,Online,2,387.41,0.19,192.85,2024,2024Q1,2024-01,3,Friday,313.80210000000005,627.6042000000001,385.7,241.90420000000012,0.3854406965409092
ORD100351,2023-02-02,C3279,P943,Furniture,East,Online,6,460.04,0.09,380.8799,2023,2023Q1,2023-02,5,Thursday,418.63640000000004,2511.8184,2285.2794000000004,226.53899999999976,0.09018924298030452
ORD100352,2023-08-04,C5088,P195,Technology,East,Online,9,382.79,0.04,183.21,2023,2023Q3,2023-08,31,Friday,367.4784,3307.3056,1648.89,1658.4156,0.5014400846417095
ORD100353,2023-11-10,C2442,P754,Technology,South,Online,9,219.43,0.17,120.91,2023,2023Q4,2023-11,45,Friday,182.1269,1639.1421,1088.19,550.9521,0.3361222312574364
ORD100354,2024-11-28,C1959,P976,Technology,Central,Retail,3,140.44,0.27,67.05,2024,2024Q4,2024-11,48,Thursday,102.5212,307.56359999999995,201.14999999999998,106.41359999999997,0.34598892716823443
ORD100355,2024-12-15,C8666,P496,Furniture,West,Online,8,252.44,0.12,153.74,2024,2024Q4,2024-12,50,Sunday,222.1472,1777.1776,1229.92,547.2575999999999,0.30793635931490465
ORD100356,2023-04-20,C4374,P150,Furniture,Central,Retail,6,167.45,0.2,98.54,2023,2023Q2,2023-04,16,Thursday,133.96,803.76,591.24,212.51999999999998,0.26440728575694233
ORD100357,2024-10-04,C6257,P888,Office Supplies,East,Retail,9,471.67,0.18,292.93,2024,2024Q4,2024-10,40,Friday,386.7694,3480.9246000000003,2636.37,844.5546000000004,0.24262364085680005
ORD100358,2023-03-07,C5715,P268,Technology,East,Retail,2,256.44,0.05,209.66,2023,2023Q1,2023-03,10,Tuesday,243.618,487.236,419.32,67.916,0.1393903570343735
ORD100359,2024-06-22,C7615,P574,Furniture,Central,Online,6,238.67,0.1,146.84,2024,2024Q2,2024-06,25,Saturday,214.803,1288.818,881.04,407.778,0.316396884587273
ORD100360,2024-08-31,C7657,P985,Technology,Central,Online,1,177.36,-0.0,112.02,2024,2024Q3,2024-08,35,Saturday,177.36,177.36,112.02,65.34000000000002,0.3684032476319351
ORD100361,2024-10-03,C3663,P769,Furniture,South,Retail,4,321.51,0.08,256.89,2024,2024Q4,2024-10,40,Thursday,295.7892,1183.1568,1027.56,155.59680000000003,0.13150987257141236
ORD100362,2023-06-10,C8630,P141,Furniture,South,Retail,1,262.43,0.05,201.54,2023,2023Q2,2023-06,23,Saturday,249.30849999999998,249.30849999999998,201.54,47.76849999999999,0.19160397659927356
ORD100363,2024-10-05,C4340,P837,Furniture,West,Online,4,68.88,0.07,34.98,2024,2024Q4,2024-10,40,Saturday,64.05839999999999,256.23359999999997,139.92,116.31359999999998,0.4539357835974673
ORD100364,2023-03-25,C8516,P244,Furniture,South,Retail,8,435.26,0.04,176.64,2023,2023Q1,2023-03,12,Saturday,417.84959999999995,3342.7967999999996,1413.12,1929.6767999999997,0.5772641639479851
ORD100365,2024-01-09,C4643,P773,Office Supplies,West,Online,6,182.71,0.08,124.84,2024,2024Q1,2024-01,2,Tuesday,168.09320000000002,1008.5592000000001,749.04,259.5192000000002,0.2573167742657051
ORD100366,2023-12-05,C1998,P658,Office Supplies,South,Online,3,219.13,0.14,170.96,2023,2023Q4,2023-12,49,Tuesday,188.4518,565.3553999999999,512.88,52.47539999999992,0.09281842890330566
ORD100367,2023-08-16,C7839,P358,Technology,East,Retail,4,106.81,0.09,69.3,2023,2023Q3,2023-08,33,Wednesday,97.1971,388.7884,277.2,111.58840000000004,0.28701576487364344
ORD100368,2023-01-16,C1271,P480,Furniture,East,Online,4,278.93,0.0,138.08,2023,2023Q1,2023-01,3,Monday,278.93,1115.72,552.32,563.4,0.5049654035062561
ORD100369,2024-07-09,C7950,P205,Furniture,East,Online,7,352.52,0.04,258.61,2024,2024Q3,2024-07,28,Tuesday,338.4192,2368.9344,1810.27,558.6644000000001,0.2358294092060971
ORD100370,2023-08-30,C1388,P987,Technology,South,Retail,3,441.18,0.0,309.4,2023,2023Q3,2023-08,35,Wednesday,441.18,1323.54,928.1999999999999,395.34000000000003,0.2986989437417834
ORD100371,2024-04-21,C2861,P314,Furniture,East,Retail,1,30.55,0.12,19.99,2024,2024Q2,2024-04,16,Sunday,26.884,26.884,19.99,6.894000000000002,0.2564350543073948
ORD100372,2023-10-23,C6429,P377,Technology,South,Retail,5,486.8,0.14,380.8799,2023,2023Q4,2023-10,43,Monday,418.648,2093.2400000000002,1904.3995,188.84050000000025,0.09021445223672404
ORD100373,2023-09-27,C9472,P552,Office Supplies,Central,Online,8,353.39,0.12,266.07,2023,2023Q3,2023-09,39,Wednesday,310.9832,2487.8656,2128.56,359.30560000000014,0.14442323572463084
ORD100374,2024-09-30,C4675,P704,Technology,East,Retail,5,145.73,0.04,102.1,2024,2024Q3,2024-09,40,Monday,139.90079999999998,699.5039999999999,510.5,189.0039999999999,0.2701971682792378
ORD100375,2023-03-10,C2085,P554,Office Supplies,South,Online,2,106.22,0.12,74.26,2023,2023Q1,2023-03,10,Friday,93.4736,186.9472,148.52,38.4272,0.20555108608205952
ORD100376,2024-06-14,C3095,P554,Office Supplies,East,Online,1,151.56,0.06,105.79,2024,2024Q2,2024-06,24,Friday,142.4664,142.4664,105.79,36.67639999999999,0.2574389470078558
ORD100377,2024-06-21,C9064,P623,Office Supplies,East,Online,9,438.48,0.01,279.02,2024,2024Q2,2024-06,25,Friday,434.09520000000003,3906.8568000000005,2511.18,1395.6768000000006,0.35723776719945316
ORD100378,2023-10-01,C7539,P871,Furniture,Central,Retail,7,149.24,0.16,90.85,2023,2023Q4,2023-10,39,Sunday,125.36160000000001,877.5312000000001,635.9499999999999,241.5812000000002,0.27529642250896624
ORD100379,2023-07-08,C1903,P455,Furniture,West,Retail,2,234.1,0.17,168.39,2023,2023Q3,2023-07,27,Saturday,194.303,388.606,336.78,51.82600000000002,0.1333638698321694
ORD100380,2023-01-04,C4463,P848,Office Supplies,West,Retail,1,354.34,0.18,239.08,2023,2023Q1,2023-01,1,Wednesday,290.5588,290.5588,239.08,51.47880000000001,0.17717171188757663
ORD100381,2024-11-05,C3380,P807,Furniture,East,Online,2,436.63,0.05,270.93,2024,2024Q4,2024-11,45,Tuesday,414.7985,829.597,541.86,287.73699999999997,0.3468394895352804
ORD100382,2024-11-13,C2600,P963,Office Supplies,Central,Online,4,330.99,0.19,151.26,2024,2024Q4,2024-11,46,Wednesday,268.1019,1072.4076,605.04,467.36760000000004,0.4358115328537396
ORD100383,2023-06-23,C8617,P920,Technology,East,Online,8,377.79,0.06,270.45,2023,2023Q2,2023-06,25,Friday,355.1226,2840.9808,2163.6,677.3807999999999,0.23843202319424334
ORD100384,2023-01-23,C6558,P817,Technology,East,Online,2,90.8,0.15,62.72,2023,2023Q1,2023-01,4,Monday,77.17999999999999,154.35999999999999,125.44,28.919999999999987,0.18735423684892452
ORD100385,2023-03-30,C2615,P321,Technology,Central,Online,8,439.32,0.06,243.39,2023,2023Q1,2023-03,13,Thursday,412.96079999999995,3303.6863999999996,1947.12,1356.5663999999997,0.4106220251413693
ORD100386,2023-02-18,C6855,P796,Furniture,West,Online,1,141.48,0.08,79.28,2023,2023Q1,2023-02,7,Saturday,130.1616,130.1616,79.28,50.88159999999999,0.3909109906454745
ORD100387,2024-08-21,C4721,P762,Office Supplies,Central,Retail,7,68.55,0.0,35.03,2024,2024Q3,2024-08,34,Wednesday,68.55,479.84999999999997,245.21,234.63999999999996,0.4889861415025528
ORD100388,2024-10-04,C1553,P360,Office Supplies,East,Retail,3,488.24,0.08,380.8799,2024,2024Q4,2024-10,40,Friday,449.18080000000003,1347.5424,1142.6397000000002,204.90269999999987,0.1520565883492793
ORD100389,2023-04-21,C5048,P709,Office Supplies,Central,Retail,9,104.81,0.11,82.49,2023,2023Q2,2023-04,16,Friday,93.2809,839.5281,742.41,97.11810000000003,0.11568177408236845
ORD100390,2024-06-21,C2666,P327,Furniture,South,Online,5,72.64,0.07,47.4,2024,2024Q2,2024-06,25,Friday,67.5552,337.776,237.0,100.77600000000001,0.2983515702714225
ORD100391,2023-05-10,C3207,P570,Office Supplies,West,Online,3,314.88,0.24,182.86,2023,2023Q2,2023-05,19,Wednesday,239.3088,717.9264,548.58,169.3463999999999,0.23588267543859637
ORD100392,2023-09-22,C8910,P816,Technology,West,Online,3,162.84,0.01,119.13,2023,2023Q3,2023-09,38,Friday,161.2116,483.63480000000004,357.39,126.24480000000005,0.261033325145337
ORD100393,2024-03-07,C7391,P269,Technology,Central,Online,8,71.01,0.05,45.27,2024,2024Q1,2024-03,10,Thursday,67.4595,539.676,362.16,177.51600000000002,0.32893069174838235
ORD100394,2024-06-02,C2206,P402,Office Supplies,Central,Online,4,302.55,0.0,253.88,2024,2024Q2,2024-06,22,Sunday,302.55,1210.2,1015.52,194.68000000000006,0.16086597256651797
ORD100395,2024-09-21,C8661,P814,Office Supplies,East,Online,4,380.7,0.05,161.72,2024,2024Q3,2024-09,38,Saturday,361.66499999999996,1446.6599999999999,646.88,799.7799999999999,0.5528458656491504
ORD100396,2023-02-02,C6168,P507,Furniture,Central,Online,7,397.63,0.18,165.19,2023,2023Q1,2023-02,5,Thursday,326.0566,2282.3962,1156.33,1126.0662000000002,0.4933701694736436
ORD100397,2023-05-22,C8870,P963,Office Supplies,East,Online,5,81.98,0.22,53.77,2023,2023Q2,2023-05,21,Monday,63.94440000000001,319.72200000000004,268.85,50.872000000000014,0.15911322961823085
ORD100398,2023-07-21,C7722,P107,Furniture,Central,Online,6,280.65,0.04,137.93,2023,2023Q3,2023-07,29,Friday,269.424,1616.5439999999999,827.58,788.9639999999998,0.4880560009501751
ORD100399,2023-08-12,C4053,P748,Office Supplies,South,Online,5,407.77,0.04,274.0,2023,2023Q3,2023-08,32,Saturday,391.45919999999995,1957.2959999999998,1370.0,587.2959999999998,0.3000547694370192
ORD100400,2024-12-19,C5813,P831,Office Supplies,Central,Online,1,84.74,0.01,63.69,2024,2024Q4,2024-12,51,Thursday,83.89259999999999,83.89259999999999,63.69,20.20259999999999,0.24081504208952867
ORD100401,2024-07-13,C5777,P925,Office Supplies,South,Online,1,107.8,0.2,49.82,2024,2024Q3,2024-07,28,Saturday,86.24000000000001,86.24000000000001,49.82,36.42000000000001,0.4223098330241188
ORD100402,2023-08-19,C7478,P240,Office Supplies,West,Online,1,9.1817,0.19,5.2488,2023,2023Q3,2023-08,33,Saturday,7.437177,7.437177,5.2488,2.188377,0.29424834181034015
ORD100403,2024-11-30,C3235,P984,Furniture,South,Online,6,264.69,0.09,187.9,2024,2024Q4,2024-11,48,Saturday,240.86790000000002,1445.2074000000002,1127.4,317.80740000000014,0.21990435421241275
ORD100404,2023-12-26,C3997,P452,Technology,South,Online,5,101.37,0.0,78.59,2023,2023Q4,2023-12,52,Tuesday,101.37,506.85,392.95000000000005,113.89999999999998,0.2247213179441649
ORD100405,2023-12-27,C3202,P416,Office Supplies,South,Online,7,363.5,-0.0,226.59,2023,2023Q4,2023-12,52,Wednesday,363.5,2544.5,1586.13,958.3699999999999,0.3766437414030261
ORD100406,2023-11-09,C3664,P419,Technology,Central,Retail,9,481.3,0.11,237.17,2023,2023Q4,2023-11,45,Thursday,428.357,3855.213,2134.5299999999997,1720.6830000000004,0.4463263119314031
ORD100407,2023-04-14,C2451,P673,Furniture,Central,Online,2,108.33,0.14,71.89,2023,2023Q2,2023-04,15,Friday,93.1638,186.3276,143.78,42.54759999999999,0.22834834989556024
ORD100408,2024-11-03,C1328,P692,Furniture,Central,Online,9,326.3,0.0,197.26,2024,2024Q4,2024-11,44,Sunday,326.3,2936.7000000000003,1775.34,1161.3600000000004,0.3954642966595159
ORD100409,2023-01-11,C9459,P526,Office Supplies,South,Online,9,109.86,0.07,82.11,2023,2023Q1,2023-01,2,Wednesday,102.1698,919.5282,738.99,180.53819999999996,0.19633786109006768
ORD100410,2023-05-06,C1668,P163,Furniture,South,Online,6,13.91,0.23,9.04,2023,2023Q2,2023-05,18,Saturday,10.710700000000001,64.2642,54.239999999999995,10.024200000000008,0.15598420271317479
ORD100411,2023-06-15,C8991,P986,Office Supplies,West,Online,5,380.48,0.08,200.03,2023,2023Q2,2023-06,24,Thursday,350.0416,1750.208,1000.15,750.0580000000001,0.4285536347679819
ORD100412,2023-07-21,C1027,P299,Technology,East,Retail,2,219.83,0.22,162.56,2023,2023Q3,2023-07,29,Friday,171.46740000000003,342.93480000000005,325.12,17.814800000000048,0.05194806709613619
ORD100413,2023-04-05,C7995,P184,Office Supplies,East,Online,2,473.66,0.15,299.82,2023,2023Q2,2023-04,14,Wednesday,402.611,805.222,599.64,205.582,0.25531095772346013
ORD100414,2023-01-13,C3955,P637,Furniture,East,Online,1,269.47,0.01,129.32,2023,2023Q1,2023-01,2,Friday,266.7753,266.7753,129.32,137.45530000000002,0.5152474760594403
ORD100415,2024-05-02,C5658,P470,Technology,East,Online,6,82.95,0.08,54.2,2024,2024Q2,2024-05,18,Thursday,76.31400000000001,457.884,325.20000000000005,132.68399999999997,0.28977644993055
ORD100416,2024-11-28,C3539,P653,Technology,East,Online,4,227.64,0.09,188.2,2024,2024Q4,2024-11,48,Thursday,207.1524,828.6096,752.8,75.80960000000005,0.09149012997194342
ORD100417,2023-03-29,C5414,P887,Technology,East,Online,2,105.43,0.02,75.64,2023,2023Q1,2023-03,13,Wednesday,103.32140000000001,206.64280000000002,151.28,55.36280000000002,0.2679154560429883
ORD100418,2023-08-02,C5063,P187,Furniture,South,Online,2,439.62,0.02,234.96,2023,2023Q3,2023-08,31,Wednesday,430.8276,861.6552,469.92,391.7352,0.4546310403511753
ORD100419,2023-12-31,C5767,P355,Office Supplies,East,Online,1,347.0,0.22,249.8,2023,2023Q4,2023-12,52,Sunday,270.66,270.66,249.8,20.860000000000014,0.0770708638143797
ORD100420,2024-10-29,C4539,P564,Furniture,Central,Retail,6,173.91,0.02,91.68,2024,2024Q4,2024-10,44,Tuesday,170.43179999999998,1022.5908,550.08,472.5107999999999,0.4620722189168922
ORD100421,2024-05-14,C5828,P808,Furniture,West,Retail,7,266.27,0.19,171.53,2024,2024Q2,2024-05,20,Tuesday,215.6787,1509.7509,1200.71,309.04089999999997,0.2046966158457001
ORD100422,2024-07-05,C8428,P639,Office Supplies,East,Retail,6,336.39,0.07,214.27,2024,2024Q3,2024-07,27,Friday,312.8427,1877.0562,1285.6200000000001,591.4361999999999,0.31508710287949815
ORD100423,2024-02-23,C4910,P444,Furniture,Central,Online,1,392.51,0.1,200.7,2024,2024Q1,2024-02,8,Friday,353.259,353.259,200.7,152.55900000000003,0.43186160862143647
ORD100424,2023-10-28,C4252,P648,Technology,South,Retail,1,44.67,0.14,24.86,2023,2023Q4,2023-10,43,Saturday,38.4162,38.4162,24.86,13.556200000000004,0.3528771716098938
ORD100425,2023-05-24,C2185,P981,Technology,South,Online,1,16.15,0.05,13.31,2023,2023Q2,2023-05,21,Wednesday,15.342499999999998,15.342499999999998,13.31,2.032499999999997,0.13247515072510982
ORD100426,2024-09-14,C4237,P531,Office Supplies,South,Online,7,61.65,0.15,31.61,2024,2024Q3,2024-09,37,Saturday,52.402499999999996,366.8175,221.26999999999998,145.5475,0.3967845045560804
ORD100427,2024-08-01,C2130,P894,Office Supplies,Central,Retail,7,200.52,0.0,152.49,2024,2024Q3,2024-08,31,Thursday,200.52,1403.64,1067.43,336.21000000000004,0.23952722920406944
ORD100428,2023-01-19,C2642,P801,Technology,Central,Online,3,236.02,0.14,165.29,2023,2023Q1,2023-01,3,Thursday,202.9772,608.9316,495.87,113.0616,0.18567208533766355
ORD100429,2024-05-30,C9569,P370,Technology,East,Retail,1,72.55,0.0,46.41,2024,2024Q2,2024-05,22,Thursday,72.55,72.55,46.41,26.14,0.36030323914541695
ORD100430,2023-03-02,C1804,P324,Technology,South,Retail,3,208.52,0.08,96.31,2023,2023Q1,2023-03,9,Thursday,191.8384,575.5152,288.93,286.58520000000004,0.49796286874786283
ORD100431,2024-06-16,C5337,P792,Furniture,Central,Online,8,223.6,0.17,110.02,2024,2024Q2,2024-06,24,Sunday,185.588,1484.704,880.16,604.544,0.40718149880380194
ORD100432,2024-08-17,C8507,P286,Furniture,West,Online,2,59.0,0.15,28.35,2024,2024Q3,2024-08,33,Saturday,50.15,100.3,56.7,43.599999999999994,0.4346959122632103
ORD100433,2023-04-05,C9577,P402,Furniture,West,Online,8,458.75,-0.0,304.64,2023,2023Q2,2023-04,14,Wednesday,458.75,3670.0,2437.12,1232.88,0.3359346049046322
ORD100434,2023-11-09,C2320,P311,Office Supplies,Central,Retail,5,301.58,0.01,252.73,2023,2023Q4,2023-11,45,Thursday,298.56419999999997,1492.821,1263.6499999999999,229.17100000000005,0.15351539132957004
ORD100435,2023-03-31,C2472,P645,Office Supplies,East,Retail,2,197.33,0.04,156.83,2023,2023Q1,2023-03,13,Friday,189.4368,378.8736,313.66,65.21359999999999,0.1721249514349904
ORD100436,2024-02-13,C4352,P364,Furniture,South,Online,9,255.92,0.11,105.28,2024,2024Q1,2024-02,7,Tuesday,227.7688,2049.9192,947.52,1102.3991999999998,0.5377769035969807
ORD100437,2024-10-29,C5989,P691,Office Supplies,West,Online,5,160.53,0.0,83.99,2024,2024Q4,2024-10,44,Tuesday,160.53,802.65,419.95,382.7,0.4767956145268797
ORD100438,2023-02-28,C9637,P940,Technology,East,Online,7,427.89,0.1,201.44,2023,2023Q1,2023-02,9,Tuesday,385.101,2695.707,1410.08,1285.627,0.47691644529616906
ORD100439,2023-10-14,C2869,P845,Office Supplies,West,Online,1,289.63,0.12,243.02,2023,2023Q4,2023-10,41,Saturday,254.8744,254.8744,243.02,11.854399999999998,0.04651075196253526
ORD100440,2024-12-01,C2479,P952,Furniture,South,Online,4,249.97,0.08,126.49,2024,2024Q4,2024-12,48,Sunday,229.97240000000002,919.8896000000001,505.96,413.9296000000001,0.4499774755579366
ORD100441,2023-08-05,C3278,P121,Office Supplies,West,Retail,6,455.89,0.14,223.66,2023,2023Q3,2023-08,31,Saturday,392.06539999999995,2352.3923999999997,1341.96,1010.4323999999997,0.42953395020320584
ORD100442,2023-04-06,C8868,P509,Furniture,Central,Online,6,419.8,0.12,285.21,2023,2023Q2,2023-04,14,Thursday,369.42400000000004,2216.5440000000003,1711.2599999999998,505.28400000000056,0.22796028411797847
ORD100443,2023-12-18,C1270,P297,Furniture,South,Retail,1,407.34,0.06,264.89,2023,2023Q4,2023-12,51,Monday,382.89959999999996,382.89959999999996,264.89,118.00959999999998,0.3081998518671735
ORD100444,2024-01-02,C4420,P925,Technology,East,Online,6,116.68,0.0,58.53,2024,2024Q1,2024-01,1,Tuesday,116.68,700.08,351.18,348.90000000000003,0.4983716146726089
ORD100445,2024-04-22,C2070,P740,Furniture,South,Online,9,80.8,0.11,56.69,2024,2024Q2,2024-04,17,Monday,71.91199999999999,647.208,510.21,136.998,0.2116753810212482
ORD100446,2023-08-14,C2413,P387,Office Supplies,West,Online,8,346.6,0.02,153.77,2023,2023Q3,2023-08,33,Monday,339.668,2717.344,1230.16,1487.184,0.5472932392807094
ORD100447,2024-11-19,C9250,P606,Office Supplies,Central,Retail,2,236.98,0.05,96.86,2024,2024Q4,2024-11,47,Tuesday,225.13099999999997,450.26199999999994,193.72,256.5419999999999,0.5697616054652623
ORD100448,2024-01-11,C1014,P644,Technology,East,Online,9,343.44,0.14,150.11,2024,2024Q1,2024-01,2,Thursday,295.3584,2658.2256,1350.9900000000002,1307.2356,0.491769998754056
ORD100449,2023-07-26,C3893,P545,Office Supplies,East,Online,7,381.51,0.21,215.24,2023,2023Q3,2023-07,30,Wednesday,301.3929,2109.7503,1506.68,603.0703000000001,0.2858491357958333
ORD100450,2024-11-22,C9237,P526,Technology,South,Online,1,151.18,0.1,126.8,2024,2024Q4,2024-11,47,Friday,136.062,136.062,126.8,9.262000000000015,0.06807190839470252
ORD100451,2024-10-27,C6472,P149,Technology,South,Retail,2,145.9,0.14,94.29,2024,2024Q4,2024-10,43,Sunday,125.474,250.948,188.58,62.367999999999995,0.2485295758483829
ORD100452,2023-12-26,C1645,P506,Furniture,South,Online,9,247.96,0.0,183.4,2023,2023Q4,2023-12,52,Tuesday,247.96,2231.64,1650.6000000000001,581.0399999999997,0.26036457493144044
ORD100453,2023-01-18,C5184,P413,Technology,Central,Online,2,140.41,0.12,76.48,2023,2023Q1,2023-01,3,Wednesday,123.5608,247.1216,152.96,94.16159999999999,0.3810334669247852
ORD100454,2024-03-05,C9737,P835,Office Supplies,West,Retail,1,335.31,0.1,242.66,2024,2024Q1,2024-03,10,Tuesday,301.779,301.779,242.66,59.119,0.19590163662812854
ORD100455,2024-02-04,C4603,P877,Technology,East,Retail,5,374.63,0.2,312.73,2024,2024Q1,2024-02,5,Sunday,299.704,1498.52,1563.65,-65.13000000000011,-0.04346288337826663
ORD100456,2023-04-17,C5757,P774,Technology,West,Online,5,238.66,0.06,133.89,2023,2023Q2,2023-04,16,Monday,224.3404,1121.702,669.4499999999999,452.25200000000007,0.40318373329101675
ORD100457,2024-04-01,C5786,P127,Office Supplies,Central,Online,6,363.28,0.08,308.63,2024,2024Q2,2024-04,14,Monday,334.2176,2005.3056000000001,1851.78,153.52560000000017,0.07655970242141655
ORD100458,2024-08-28,C6943,P856,Furniture,West,Online,6,257.67,0.18,177.09,2024,2024Q3,2024-08,35,Wednesday,211.28940000000003,1267.7364000000002,1062.54,205.19640000000027,0.1618604624746913
ORD100459,2023-03-18,C2684,P456,Furniture,West,Online,9,357.87,0.09,263.7,2023,2023Q1,2023-03,11,Saturday,325.6617,2930.9553,2373.2999999999997,557.6553000000004,0.19026400709693536
ORD100460,2024-06-04,C8556,P474,Office Supplies,East,Online,7,116.36,0.01,59.75,2024,2024Q2,2024-06,23,Tuesday,115.1964,806.3747999999999,418.25,388.12479999999994,0.48132059682420625
ORD100461,2023-04-12,C9896,P949,Office Supplies,West,Online,1,370.73,0.3,255.58,2023,2023Q2,2023-04,15,Wednesday,259.511,259.511,255.58,3.9310000000000116,0.015147720135177357
ORD100462,2024-06-23,C2282,P879,Furniture,East,Online,1,358.99,0.01,226.15,2024,2024Q2,2024-06,25,Sunday,355.4001,355.4001,226.15,129.2501,0.36367491174031746
ORD100463,2023-10-29,C8363,P145,Technology,East,Online,1,136.97,0.09,113.74,2023,2023Q4,2023-10,43,Sunday,124.6427,124.6427,113.74,10.90270000000001,0.08747162890405943
ORD100464,2023-01-05,C8351,P423,Furniture,East,Online,4,280.21,0.13,226.16,2023,2023Q1,2023-01,1,Thursday,243.78269999999998,975.1307999999999,904.64,70.49079999999992,0.07228855862208426
ORD100465,2024-11-26,C7673,P773,Technology,Central,Online,4,428.38,0.12,247.82,2024,2024Q4,2024-11,48,Tuesday,376.9744,1507.8976,991.28,516.6176,0.34260788000458386
ORD100466,2023-04-30,C4337,P584,Technology,West,Online,9,128.51,0.08,106.16,2023,2023Q2,2023-04,17,Sunday,118.22919999999999,1064.0628,955.4399999999999,108.62279999999998,0.10208307254045532
ORD100467,2024-03-05,C5218,P331,Office Supplies,East,Online,4,369.31,0.09,294.77,2024,2024Q1,2024-03,10,Tuesday,336.07210000000003,1344.2884000000001,1179.08,165.2084000000002,0.1228965451163606
ORD100468,2023-05-11,C8552,P571,Technology,Central,Retail,1,477.21,0.08,317.67,2023,2023Q2,2023-05,19,Thursday,439.0332,439.0332,317.67,121.3632,0.27643285291408487
ORD100469,2024-11-02,C2375,P879,Furniture,East,Online,8,433.79,0.01,189.55,2024,2024Q4,2024-11,44,Saturday,429.45210000000003,3435.6168000000002,1516.4,1919.2168000000001,0.558623650926378
ORD100470,2024-06-15,C8457,P300,Furniture,East,Online,3,203.75,0.27,96.24,2024,2024Q2,2024-06,24,Saturday,148.73749999999998,446.2125,288.71999999999997,157.4925,0.35295402975039925
ORD100471,2024-08-02,C9285,P770,Office Supplies,East,Online,9,305.57,0.08,132.8,2024,2024Q3,2024-08,31,Friday,281.1244,2530.1196,1195.2,1334.9196,0.527611263910212
ORD100472,2023-11-08,C7136,P760,Furniture,West,Online,7,495.362,0.15,222.47,2023,2023Q4,2023-11,45,Wednesday,421.0577,2947.4039000000002,1557.29,1390.1139000000003,0.47164011013217433
ORD100473,2023-12-03,C4072,P896,Furniture,South,Online,8,286.38,0.07,240.45,2023,2023Q4,2023-12,48,Sunday,266.3334,2130.6672,1923.6,207.06719999999996,0.09718420596140025
