order_id,order_date,customer_id,product_id,category,region,channel,quantity,unit_price,discount_rate,unit_cost
ORD100311,2024-04-29,C6872,P461,Technology,West,Retail,7,423.74,0.12,249.72
ORD100312,2023-03-27,C7060,P936,Office Supplies,East,Online,5,476.26,0.0,308.0
ORD100313,2023-07-22,C5459,P301,Office Supplies,East,Online,4,80.58,0.08,53.21
ORD100314,2023-06-25,C8951,P462,Furniture,South,Online,2,347.47,0.08,187.78
ORD100315,2024-04-19,C1996,P861,Technology,East,Retail,2,255.39,0.18,108.34
ORD100316,2024-06-09,C3106,P668,Furniture,South,Online,7,268.09,0.0,107.75
ORD100317,2024-06-07,C3271,P458,Technology,South,Online,3,354.71,0.07,275.35
ORD100318,2024-11-06,C2218,P329,Office Supplies,West,Retail,5,246.93,0.06,121.02
ORD100319,2024-07-07,C3652,P131,Furniture,West,Online,8,302.16,0.18,206.56
ORD100320,2023-08-19,C3813,P176,Office Supplies,South,Online,9,119.3,0.1,78.7
ORD100321,2023-03-19,C7882,P245,Furniture,South,Online,3,192.36,0.24,111.54
ORD100322,2024-03-18,C3714,P807,Furniture,East,Online,1,433.29,0.15,335.83
ORD100323,2024-10-21,C8889,P674,Furniture,South,Online,7,59.4,0.07,42.43
ORD100324,2024-12-03,C7953,P489,Office Supplies,South,Online,7,300.8,0.12,123.4
ORD100325,2023-06-15,C9113,P803,Office Supplies,East,Online,3,96.22,0.07,72.12
ORD100326,2023-06-20,C1946,P244,Technology,East,Online,6,424.04,0.17,266.36
ORD100327,2023-01-27,C9860,P289,Office Supplies,Central,Online,2,291.63,0.0,162.19
ORD100328,2023-04-12,C6525,P453,Furniture,East,Online,7,204.51,0.03,148.7
ORD100329,2024-02-04,C9840,P924,Office Supplies,Central,Online,7,128.66,0.14,91.19
ORD100330,2024-01-29,C4193,P652,Office Supplies,East,Online,3,221.24,0.2,119.42
ORD100331,2023-09-25,C9576,P865,Technology,Central,Online,5,479.02,0.0,403.51
ORD100332,2023-08-12,C6296,P323,Office Supplies,East,Retail,4,257.06,0.21,177.86
ORD100333,2024-08-20,C1646,P862,Technology,East,Online,1,237.4,0.09,159.68
ORD100334,2023-11-28,C4690,P165,Furniture,East,Online,2,374.41,0.0,161.54
ORD100335,2024-08-04,C2240,P304,Office Supplies,East,Retail,9,192.63,0.0,101.26
ORD100336,2024-11-24,C9470,P570,Technology,Central,Online,5,216.57,0.0,130.19
ORD100337,2023-08-17,C3739,P145,Technology,East,Online,2,171.79,0.1,117.47
ORD100338,2023-05-26,C3001,P871,Furniture,South,Online,1,79.71,0.09,50.28
ORD100339,2024-11-17,C5975,P879,Furniture,Central,Online,4,358.34,0.15,266.38
ORD100340,2024-04-02,C4826,P586,Furniture,West,Online,9,437.15,0.06,226.51
ORD100341,2023-07-29,C1872,P374,Technology,South,Retail,4,453.27,0.01,324.53
ORD100342,2024-03-23,C8347,P188,Technology,Central,Retail,9,441.0,0.07,338.45
ORD100343,2024-01-06,C8611,P656,Technology,Central,Online,5,228.63,0.1,170.16
ORD100344,2024-10-13,C7685,P583,Furniture,East,Online,7,145.61,0.12,108.75
ORD100345,2023-07-04,C6550,P783,Furniture,Central,Online,8,320.77,0.04,256.56
ORD100346,2024-12-14,C4622,P641,Furniture,Central,Online,1,477.58,0.17,209.12
ORD100347,2024-11-04,C5880,P215,Technology,South,Online,1,364.89,0.05,260.44
ORD100348,2023-05-11,C5688,P209,Technology,West,Online,9,249.95,0.03,208.93
ORD100349,2023-04-29,C2487,P801,Furniture,Central,Retail,9,345.96,0.06,227.69
ORD100350,2024-01-19,C1736,P242,Furniture,West,Online,2,387.41,0.19,192.85
ORD100351,2023-02-02,C3279,P943,Furniture,East,Online,6,460.04,0.09,390.78
ORD100352,2023-08-04,C5088,P195,Technology,East,Online,9,382.79,0.04,183.21
ORD100353,2023-11-10,C2442,P754,Technology,South,Online,9,219.43,0.17,120.91
ORD100354,2024-11-28,C1959,P976,Technology,Central,Retail,3,140.44,0.27,67.05
ORD100355,2024-12-15,C8666,P496,Furniture,West,Online,8,252.44,0.12,153.74
ORD100356,2023-04-20,C4374,P150,Furniture,Central,Retail,6,167.45,0.2,98.54
ORD100357,2024-10-04,C6257,P888,Office Supplies,East,Retail,9,471.67,0.18,292.93
ORD100358,2023-03-07,C5715,P268,Technology,East,Retail,2,256.44,0.05,209.66
ORD100359,2024-06-22,C7615,P574,Furniture,Central,Online,6,238.67,0.1,146.84
ORD100360,2024-08-31,C7657,P985,Technology,Central,Online,1,177.36,-0.0,112.02
ORD100361,2024-10-03,C3663,P769,Furniture,South,Retail,4,321.51,0.08,256.89
ORD100362,2023-06-10,C8630,P141,Furniture,South,Retail,1,262.43,0.05,201.54
ORD100363,2024-10-05,C4340,P837,Furniture,West,Online,4,68.88,0.07,34.98
ORD100364,2023-03-25,C8516,P244,Furniture,South,Retail,8,435.26,0.04,176.64
ORD100365,2024-01-09,C4643,P773,Office Supplies,West,Online,6,182.71,0.08,124.84
ORD100366,2023-12-05,C1998,P658,Office Supplies,South,Online,3,219.13,0.14,170.96
ORD100367,2023-08-16,C7839,P358,Technology,East,Retail,4,106.81,0.09,69.3
ORD100368,2023-01-16,C1271,P480,Furniture,East,Online,4,278.93,0.0,138.08
ORD100369,2024-07-09,C7950,P205,Furniture,East,Online,7,352.52,0.04,258.61
ORD100370,2023-08-30,C1388,P987,Technology,South,Retail,3,441.18,0.0,309.4
ORD100371,2024-04-21,C2861,P314,Furniture,East,Retail,1,30.55,0.12,19.99
ORD100372,2023-10-23,C6429,P377,Technology,South,Retail,5,486.8,0.14,383.84
ORD100373,2023-09-27,C9472,P552,Office Supplies,Central,Online,8,353.39,0.12,266.07
ORD100374,2024-09-30,C4675,P704,Technology,East,Retail,5,145.73,0.04,102.1
ORD100375,2023-03-10,C2085,P554,Office Supplies,South,Online,2,106.22,0.12,74.26
ORD100376,2024-06-14,C3095,P554,Office Supplies,East,Online,1,151.56,0.06,105.79
ORD100377,2024-06-21,C9064,P623,Office Supplies,East,Online,9,438.48,0.01,279.02
ORD100378,2023-10-01,C7539,P871,Furniture,Central,Retail,7,149.24,0.16,90.85
ORD100379,2023-07-08,C1903,P455,Furniture,West,Retail,2,234.1,0.17,168.39
ORD100380,2023-01-04,C4463,P848,Office Supplies,West,Retail,1,354.34,0.18,239.08
ORD100381,2024-11-05,C3380,P807,Furniture,East,Online,2,436.63,0.05,270.93
ORD100382,2024-11-13,C2600,P963,Office Supplies,Central,Online,4,330.99,0.19,151.26
ORD100383,2023-06-23,C8617,P920,Technology,East,Online,8,377.79,0.06,270.45
ORD100384,2023-01-23,C6558,P817,Technology,East,Online,2,90.8,0.15,62.72
ORD100385,2023-03-30,C2615,P321,Technology,Central,Online,8,439.32,0.06,243.39
ORD100386,2023-02-18,C6855,P796,Furniture,West,Online,1,141.48,0.08,79.28
ORD100387,2024-08-21,C4721,P762,Office Supplies,Central,Retail,7,68.55,0.0,35.03
ORD100388,2024-10-04,C1553,P360,Office Supplies,East,Retail,3,488.24,0.08,406.64
ORD100389,2023-04-21,C5048,P709,Office Supplies,Central,Retail,9,104.81,0.11,82.49
ORD100390,2024-06-21,C2666,P327,Furniture,South,Online,5,72.64,0.07,47.4
ORD100391,2023-05-10,C3207,P570,Office Supplies,West,Online,3,314.88,0.24,182.86
ORD100392,2023-09-22,C8910,P816,Technology,West,Online,3,162.84,0.01,119.13
ORD100393,2024-03-07,C7391,P269,Technology,Central,Online,8,71.01,0.05,45.27
ORD100394,2024-06-02,C2206,P402,Office Supplies,Central,Online,4,302.55,,253.88
ORD100395,2024-09-21,C8661,P814,Office Supplies,East,Online,4,380.7,0.05,161.72
ORD100396,2023-02-02,C6168,P507,Furniture,Central,Online,7,397.63,0.18,165.19
ORD100397,2023-05-22,C8870,P963,Office Supplies,East,Online,5,81.98,0.22,53.77
ORD100398,2023-07-21,C7722,P107,Furniture,Central,Online,6,280.65,0.04,137.93
ORD100399,2023-08-12,C4053,P748,Office Supplies,South,Online,5,407.77,0.04,274.0
ORD100400,2024-12-19,C5813,P831,Office Supplies,Central,Online,1,84.74,0.01,63.69
ORD100401,2024-07-13,C5777,P925,Office Supplies,South,Online,1,107.8,0.2,49.82
ORD100402,2023-08-19,C7478,P240,Office Supplies,West,Online,1,6.19,0.19,3.7
ORD100403,2024-11-30,C3235,P984,Furniture,South,Online,6,264.69,0.09,187.9
ORD100404,2023-12-26,C3997,P452,Technology,South,Online,5,101.37,0.0,78.59
ORD100405,2023-12-27,C3202,P416,Office Supplies,South,Online,7,363.5,-0.0,226.59
ORD100406,2023-11-09,C3664,P419,Technology,Central,Retail,9,481.3,0.11,237.17
ORD100407,2023-04-14,C2451,P673,Furniture,Central,Online,2,108.33,0.14,71.89
ORD100408,2024-11-03,C1328,P692,Furniture,Central,Online,9,326.3,0.0,197.26
ORD100409,2023-01-11,C9459,P526,Office Supplies,South,Online,9,109.86,0.07,82.11
ORD100410,2023-05-06,C1668,P163,Furniture,South,Online,6,13.91,0.23,9.04
ORD100411,2023-06-15,C8991,P986,Office Supplies,West,Online,5,380.48,0.08,200.03
ORD100412,2023-07-21,C1027,P299,Technology,East,Retail,2,219.83,0.22,162.56
ORD100413,2023-04-05,C7995,P184,Office Supplies,East,Online,2,473.66,0.15,299.82
ORD100414,2023-01-13,C3955,P637,Furniture,East,Online,1,269.47,0.01,129.32
ORD100415,2024-05-02,C5658,P470,Technology,East,Online,6,82.95,0.08,54.2
ORD100416,2024-11-28,C3539,P653,Technology,East,Online,4,227.64,0.09,188.2
ORD100417,2023-03-29,C5414,P887,Technology,East,Online,2,105.43,0.02,75.64
ORD100418,2023-08-02,C5063,P187,Furniture,South,Online,2,439.62,0.02,234.96
ORD100419,2023-12-31,C5767,P355,Office Supplies,East,Online,1,347.0,0.22,249.8
ORD100420,2024-10-29,C4539,P564,Furniture,Central,Retail,6,173.91,0.02,91.68
ORD100421,2024-05-14,C5828,P808,Furniture,West,Retail,7,266.27,0.19,171.53
ORD100422,2024-07-05,C8428,P639,Office Supplies,East,Retail,6,336.39,0.07,214.27
ORD100423,2024-02-23,C4910,P444,Furniture,Central,Online,1,392.51,0.1,200.7
ORD100424,2023-10-28,C4252,P648,Technology,South,Retail,1,44.67,0.14,24.86
ORD100425,2023-05-24,C2185,P981,Technology,South,Online,1,16.15,0.05,13.31
ORD100426,2024-09-14,C4237,P531,Office Supplies,South,Online,7,61.65,0.15,31.61
ORD100427,2024-08-01,C2130,P894,Office Supplies,Central,Retail,7,200.52,0.0,152.49
ORD100428,2023-01-19,C2642,P801,Technology,Central,Online,3,236.02,0.14,165.29
ORD100429,2024-05-30,C9569,P370,Technology,East,Retail,1,72.55,0.0,46.41
ORD100430,2023-03-02,C1804,P324,Technology,South,Retail,3,208.52,0.08,96.31
ORD100431,2024-06-16,C5337,P792,Furniture,Central,Online,8,223.6,0.17,110.02
ORD100432,2024-08-17,C8507,P286,Furniture,West,Online,2,59.0,0.15,28.35
ORD100433,2023-04-05,C9577,P402,Furniture,West,Online,8,458.75,-0.0,304.64
ORD100434,2023-11-09,C2320,P311,Office Supplies,Central,Retail,5,301.58,0.01,252.73
ORD100435,2023-03-31,C2472,P645,Office Supplies,East,Retail,2,197.33,0.04,156.83
ORD100436,2024-02-13,C4352,P364,Furniture,South,Online,9,255.92,0.11,105.28
ORD100437,2024-10-29,C5989,P691,Office Supplies,West,Online,5,160.53,0.0,83.99
ORD100438,2023-02-28,C9637,P940,Technology,East,Online,7,427.89,0.1,201.44
ORD100439,2023-10-14,C2869,P845,Office Supplies,West,Online,1,289.63,0.12,243.02
ORD100440,2024-12-01,C2479,P952,Furniture,South,Online,4,249.97,0.08,126.49
ORD100441,2023-08-05,C3278,P121,Office Supplies,West,Retail,6,455.89,0.14,223.66
ORD100442,2023-04-06,C8868,P509,Furniture,Central,Online,6,419.8,0.12,285.21
ORD100443,2023-12-18,C1270,P297,Furniture,South,Retail,1,407.34,0.06,264.89
ORD100444,2024-01-02,C4420,P925,Technology,East,Online,6,116.68,0.0,58.53
ORD100445,2024-04-22,C2070,P740,Furniture,South,Online,9,80.8,0.11,56.69
ORD100446,2023-08-14,C2413,P387,Office Supplies,West,Online,8,346.6,0.02,153.77
ORD100447,2024-11-19,C9250,P606,Office Supplies,Central,Retail,2,236.98,0.05,96.86
ORD100448,2024-01-11,C1014,P644,Technology,East,Online,9,343.44,0.14,150.11
ORD100449,2023-07-26,C3893,P545,Office Supplies,East,Online,7,381.51,0.21,215.24
ORD100450,2024-11-22,C9237,P526,Technology,South,Online,1,151.18,0.1,126.8
ORD100451,2024-10-27,C6472,P149,Technology,South,Retail,2,145.9,0.14,94.29
ORD100452,2023-12-26,C1645,P506,Furniture,South,Online,9,247.96,0.0,183.4
ORD100453,2023-01-18,C5184,P413,Technology,Central,Online,2,140.41,0.12,76.48
ORD100454,2024-03-05,C9737,P835,Office Supplies,West,Retail,1,335.31,0.1,242.66
ORD100455,2024-02-04,C4603,P877,Technology,East,Retail,5,374.63,0.2,312.73
ORD100456,2023-04-17,C5757,P774,Technology,West,Online,5,238.66,0.06,133.89
ORD100457,2024-04-01,C5786,P127,Office Supplies,Central,Online,6,363.28,0.08,308.63
ORD100458,2024-08-28,C6943,P856,Furniture,West,Online,6,257.67,0.18,177.09
ORD100459,2023-03-18,C2684,P456,Furniture,West,Online,9,357.87,0.09,263.7
ORD100460,2024-06-04,C8556,P474,Office Supplies,East,Online,7,116.36,0.01,59.75
ORD100461,2023-04-12,C9896,P949,Office Supplies,West,Online,1,370.73,0.3,255.58
ORD100462,2024-06-23,C2282,P879,Furniture,East,Online,1,358.99,0.01,226.15
ORD100463,2023-10-29,C8363,P145,Technology,East,Online,1,136.97,0.09,113.74
ORD100464,2023-01-05,C8351,P423,Furniture,East,Online,4,280.21,0.13,226.16
ORD100465,2024-11-26,C7673,P773,Technology,Central,Online,4,428.38,0.12,247.82
ORD100466,2023-04-30,C4337,P584,Technology,West,Online,9,128.51,0.08,106.16
ORD100467,2024-03-05,C5218,P331,Office Supplies,East,Online,4,369.31,0.09,294.77
ORD100468,2023-05-11,C8552,P571,Technology,Central,Retail,1,477.21,0.08,317.67
ORD100469,2024-11-02,C2375,P879,Furniture,East,Online,8,433.79,0.01,189.55
ORD100470,2024-06-15,C8457,P300,Furniture,East,Online,3,203.75,0.27,96.24
ORD100471,2024-08-02,C9285,P770,Office Supplies,East,Online,9,305.57,0.08,132.8
ORD100472,2023-11-08,C7136,P760,Furniture,West,Online,7,495.93,0.15,222.47
ORD100473,2023-12-03,C4072,P896,Furniture,South,Online,8,286.38,0.07,240.45
ORD100474,2024-04-01,C6031,P367,Furniture,East,Online,8,61.94,0.07,30.69
ORD100475,2024-07-19,C1450,P294,Furniture,West,Retail,2,27.49,0.06,19.54
ORD100476,2024-09-01,C9385,P592,Office Supplies,East,Online,6,396.21,0.0,271.97
ORD100477,2023-01-13,C4081,P577,Technology,West,Online,4,214.7,0.09,146.86
ORD100478,2024-04-22,C1513,P468,Furniture,Central,Online,6,127.17,0.07,62.7
ORD100479,2023-03-20,C8149,P800,Office Supplies,West,Online,7,177.1,0.19,117.01
ORD100480,2023-07-27,C6917,P818,Furniture,Central,Retail,5,379.9,0.0,258.9
ORD100481,2024-08-20,C6603,P320,Furniture,South,Online,3,235.3,0.05,154.52
ORD100482,2023-06-30,C1486,P815,Technology,South,Retail,9,434.91,0.03,210.4
ORD100483,2024-07-27,C7756,P307,Office Supplies,Central,Retail,6,368.79,0.22,267.51
ORD100484,2023-11-30,C6735,P466,Technology,Central,Online,8,487.14,0.03,210.91
ORD100485,2023-06-17,C8141,P124,Technology,South,Online,3,444.81,0.14,296.26
ORD100486,2023-08-29,C8445,P406,Furniture,South,Online,8,131.0,0.18,78.12
ORD100487,2024-01-18,C2907,P961,Furniture,West,Retail,3,331.23,0.09,169.8
ORD100488,2024-07-04,C2895,P497,Furniture,East,Online,5,15.17,0.0,11.58
ORD100489,2024-03-12,C9313,P738,Furniture,East,Online,8,495.6,0.0,237.47
ORD100490,2024-11-02,C5778,P197,Office Supplies,South,Retail,4,134.2,0.17,110.02
ORD100491,2024-09-16,C4941,P671,Office Supplies,Central,Retail,3,334.07,-0.0,266.61
ORD100492,2024-06-26,C3584,P434,Furniture,West,Online,9,425.33,0.13,239.15
ORD100493,2024-03-10,C6750,P768,Office Supplies,West,Online,9,84.43,0.11,45.37
ORD100494,2023-07-28,C7784,P934,Office Supplies,West,Retail,3,424.7,0.13,196.16
ORD100495,2023-10-25,C1020,P577,Technology,South,Online,3,11.06,0.14,8.98
ORD100496,2023-03-27,C5973,P192,Furniture,Central,Retail,3,223.78,0.03,152.71
ORD100497,2023-09-27,C9939,P528,Furniture,South,Online,1,238.66,0.02,98.88
ORD100498,2024-10-29,C3525,P210,Furniture,West,Online,5,190.17,0.16,119.8
ORD100499,2023-11-03,C3527,P504,Office Supplies,West,Retail,3,295.26,0.05,129.5
ORD100500,2023-03-23,C8902,P154,Technology,East,Online,8,457.85,0.0,301.35
ORD100501,2024-04-14,C1558,P675,Technology,South,Online,2,166.86,0.15,104.96
ORD100502,2024-11-24,C4577,P379,Office Supplies,Central,Online,6,291.73,0.02,127.57
ORD100503,2024-09-16,C5123,P281,Furniture,Central,Online,5,439.34,0.14,337.03
ORD100504,2023-07-17,C8180,P115,Furniture,West,Retail,6,387.63,0.21,200.81
ORD100505,2023-11-23,C2161,P898,Furniture,West,Online,2,25.16,0.1,16.19
ORD100506,2024-01-18,C4906,P852,Office Supplies,South,Online,5,471.68,0.18,324.31
ORD100507,2023-06-28,C2370,P829,Furniture,West,Online,6,28.09,0.11,23.4
ORD100508,2023-07-13,C8087,P152,Furniture,Central,Retail,4,296.44,0.23,184.45
ORD100509,2023-06-20,C6689,P414,Technology,East,Online,8,289.8,0.02,235.55
ORD100510,2024-12-17,C5470,P973,Furniture,West,Retail,5,394.26,0.1,220.66
ORD100511,2024-06-21,C4535,P620,Technology,South,Retail,4,78.48,0.15,61.67
ORD100512,2024-08-28,C2378,P215,Office Supplies,East,Online,1,93.79,0.08,47.47
ORD100513,2024-08-10,C9295,P226,Furniture,East,Retail,2,377.29,0.19,271.03
ORD100514,2024-11-21,C6828,P336,Office Supplies,South,Online,5,79.0,0.07,34.75
ORD100515,2023-03-17,C3872,P974,Furniture,West,Online,4,237.38,0.27,200.28
ORD100516,2024-09-26,C4725,P252,Technology,West,Online,8,367.17,0.27,304.48
ORD100517,2023-02-17,C7534,P911,Office Supplies,Central,Retail,8,327.36,0.12,196.09
ORD100518,2023-12-09,C7475,P709,Furniture,East,Retail,2,109.25,0.14,69.46
ORD100519,2024-03-03,C5149,P928,Office Supplies,East,Retail,6,155.46,0.2,104.0
ORD100520,2023-09-15,C3725,P842,Furniture,East,Retail,5,484.64,0.01,253.84
ORD100521,2023-04-16,C6938,P398,Office Supplies,East,Online,1,227.09,-0.0,159.76
ORD100522,2023-05-19,C6923,P844,Furniture,East,Retail,6,27.01,0.2,19.29
ORD100523,2024-08-16,C6396,P252,Office Supplies,Central,Retail,5,113.69,0.12,72.34
ORD100524,2023-08-18,C1655,P361,Furniture,West,Online,1,174.51,0.08,81.41
ORD100525,2023-08-12,C5254,P290,Technology,East,Online,5,499.75,0.1,406.61
ORD100526,2024-10-26,C6524,P219,Technology,East,Online,7,154.83,0.0,69.95
ORD100527,2023-04-14,C9549,P180,Technology,West,Retail,3,18.07,0.08,12.34
ORD100528,2024-10-20,C5729,P268,Furniture,South,Online,4,258.9,0.04,115.57
ORD100529,2024-10-25,C4084,P207,Technology,West,Retail,1,46.38,0.17,21.6
ORD100530,2024-03-06,C6001,P442,Technology,East,Online,2,140.66,0.18,57.56
ORD100531,2023-04-30,C2594,P164,Furniture,East,Online,9,496.23,0.15,279.63
ORD100532,2023-04-23,C1816,P155,Office Supplies,West,Online,6,353.8,0.13,243.35
ORD100533,2023-07-24,C7102,P989,Technology,East,Online,2,30.08,0.0,19.09
ORD100534,2024-02-20,C9874,P178,Technology,South,Retail,5,227.1,0.15,159.77
ORD100535,2023-04-21,C8613,P166,Technology,South,Online,2,89.96,0.15,63.31
ORD100536,2023-11-25,C6252,P127,Furniture,West,Retail,4,65.86,0.2,30.5
ORD100537,2023-03-25,C1362,P219,Office Supplies,South,Online,2,295.6,0.27,125.87
ORD100538,2024-01-25,C9890,P574,Furniture,West,Retail,6,255.3,0.0,173.96
ORD100539,2023-01-16,C5046,P843,Technology,East,Online,6,372.72,0.07,258.65
ORD100540,2024-05-25,C3606,P760,Office Supplies,South,Online,6,446.69,0.04,290.58
ORD100541,2023-02-09,C9031,P621,Technology,South,Online,4,127.11,0.11,64.9
ORD100542,2023-05-21,C7716,P176,Office Supplies,West,Online,3,461.88,0.1,353.27
ORD100543,2023-05-06,C7745,P796,Office Supplies,Central,Online,3,261.41,0.08,113.47
ORD100544,2024-08-21,C3499,P133,Furniture,East,Retail,2,133.12,0.18,91.13
ORD100545,2023-02-08,C9925,P667,Office Supplies,Central,Online,4,423.66,0.01,192.42
ORD100546,2023-11-06,C5075,P467,Furniture,Central,Online,5,22.59,0.02,15.69
ORD100547,2024-03-01,C5782,P893,Office Supplies,Central,Online,7,281.96,0.02,165.79
ORD100548,2024-01-07,C7757,P376,Technology,Central,Online,1,362.2,0.07,261.92
ORD100549,2024-05-05,C6939,P673,Furniture,Central,Online,3,143.59,0.0,60.81
ORD100550,2024-08-01,C2550,P495,Office Supplies,Central,Online,8,432.43,0.1,280.99
ORD100551,2023-10-11,C3722,P569,Technology,South,Retail,9,123.94,0.09,57.66
ORD100552,2024-08-19,C4250,P943,Furniture,East,Retail,9,420.74,0.04,297.49
ORD100553,2023-08-17,C9526,P740,Furniture,West,Online,3,43.88,0.17,19.92
ORD100554,2024-12-09,C7429,P472,Technology,West,Online,2,84.16,0.1,36.45
ORD100555,2023-12-30,C4296,P502,Furniture,Central,Online,2,193.59,0.19,139.56
ORD100556,2024-06-13,C7611,P733,Furniture,East,Online,2,427.76,0.08,183.33
ORD100557,2024-09-22,C7645,P411,Furniture,West,Online,9,76.57,0.1,38.36
ORD100558,2024-07-24,C4547,P250,Technology,South,Retail,8,438.34,0.05,338.02
ORD100559,2024-09-04,C4627,P520,Office Supplies,East,Online,8,118.72,0.1,90.74
ORD100560,2024-01-22,C9047,P161,Office Supplies,Central,Online,7,228.99,0.16,179.61
ORD100561,2023-02-01,C6055,P252,Office Supplies,Central,Retail,4,179.6,0.07,98.2
ORD100562,2023-12-22,C2345,P478,Office Supplies,West,Online,5,63.47,0.14,40.47
ORD100563,2023-05-11,C7477,P816,Office Supplies,East,Retail,8,472.43,0.03,353.38
ORD100564,2024-10-02,C6305,P802,Office Supplies,East,Online,8,221.9,0.16,102.44
ORD100565,2023-06-20,C5579,P334,Furniture,West,Online,5,346.71,0.05,251.7
ORD100566,2023-06-14,C7525,P479,Office Supplies,East,Retail,8,289.76,0.17,128.62
ORD100567,2023-06-29,C9162,P238,Technology,East,Retail,4,253.35,0.1,205.46
ORD100568,2024-04-07,C3973,P778,Technology,East,Retail,4,310.21,0.22,213.05
ORD100569,2024-02-16,C4773,P321,Furniture,East,Online,8,449.68,0.01,279.7
ORD100570,2024-11-14,C2705,P818,Furniture,South,Retail,4,351.16,0.0,217.06
ORD100571,2023-10-27,C6822,P857,Office Supplies,Central,Online,7,268.58,0.05,129.35
ORD100572,2023-07-23,C4624,P719,Technology,East,Online,5,324.37,0.0,180.24
ORD100573,2023-02-05,C4080,P396,Furniture,Central,Online,3,305.17,0.0,221.92
ORD100574,2023-01-06,C7268,P956,Technology,East,Online,2,219.39,0.15,141.16
ORD100575,2023-09-27,C4673,P716,Office Supplies,West,Online,6,314.26,0.1,200.56
ORD100576,2024-10-28,C5178,P680,Technology,East,Online,5,224.57,0.06,109.56
ORD100577,2024-01-13,C4960,P869,Technology,East,Retail,4,380.02,0.07,270.07
ORD100578,2024-10-05,C3326,P892,Furniture,East,Retail,7,484.61,0.05,279.34
ORD100579,2023-03-15,C2132,P169,Office Supplies,West,Retail,1,480.13,0.23,231.54
ORD100580,2023-03-09,C8444,P892,Technology,West,Online,1,411.26,0.04,339.17
ORD100581,2024-08-23,C1825,P787,Office Supplies,West,Retail,9,302.87,0.0,190.22
ORD100582,2023-03-18,C3923,P285,Technology,Central,Online,6,375.92,0.16,239.69
ORD100583,2023-02-07,C7006,P376,Office Supplies,Central,Online,5,93.13,0.08,78.38
ORD100584,2023-10-18,C2181,P776,Office Supplies,Central,Retail,1,242.11,0.26,136.76
ORD100585,2024-10-27,C6899,P294,Office Supplies,Central,Online,6,132.37,0.06,109.12
ORD100586,2024-05-11,C7596,P506,Furniture,Central,Online,4,6.73,0.17,4.8
ORD100587,2023-03-13,C6965,P719,Technology,West,Online,6,483.54,0.19,331.17
ORD100588,2024-08-25,C3744,P684,Technology,East,Online,1,432.61,0.06,218.68
ORD100589,2024-08-30,C1177,P917,Office Supplies,West,Retail,5,259.28,0.04,109.75
ORD100590,2024-07-30,C8985,P200,Furniture,East,Online,6,130.81,0.16,78.09
ORD100591,2024-10-11,C3938,P365,Office Supplies,South,Online,3,348.02,0.15,140.8
ORD100592,2023-06-22,C8244,P985,Technology,West,Online,1,220.23,0.0,95.13
ORD100593,2024-12-06,C2780,P611,Furniture,South,Online,9,402.66,0.01,268.94
ORD100594,2023-08-19,C2461,P323,Office Supplies,South,Retail,7,499.76,0.0,362.83
ORD100595,2024-07-31,C8002,P360,Technology,West,Retail,6,177.8,0.15,84.56
ORD100596,2024-02-22,C9456,P404,Office Supplies,South,Retail,7,125.98,0.08,91.92
ORD100597,2024-07-15,C8744,P598,Technology,West,Retail,7,137.35,0.09,113.64
ORD100598,2024-03-28,C7760,P355,Furniture,East,Online,2,51.21,0.0,37.61
ORD100599,2024-04-07,C3219,P659,Technology,East,Retail,5,200.05,0.01,150.66
ORD100600,2024-03-19,C9217,P500,Office Supplies,East,Online,8,13.63,0.06,9.75
ORD100601,2024-07-14,C7009,P648,Office Supplies,South,Online,3,61.63,0.05,30.88
ORD100602,2024-06-16,C2549,P239,Technology,West,Online,9,139.49,0.11,78.45
ORD100603,2023-04-07,C2164,P660,Office Supplies,West,Online,1,84.13,0.15,69.59
ORD100604,2024-08-17,C8839,P931,Technology,West,Retail,3,367.42,0.28,256.29
ORD100605,2024-01-21,C3476,P221,Office Supplies,West,Online,4,57.27,0.1,43.24
ORD100606,2023-08-21,C7892,P394,Furniture,South,Retail,6,433.67,0.19,362.51
ORD100607,2024-01-06,C2247,P723,Furniture,South,Online,2,114.45,0.03,57.7
ORD100608,2024-11-27,C3524,P655,Technology,East,Online,3,58.75,0.0,32.0
ORD100609,2024-09-09,C3551,P706,Technology,Central,Retail,6,10.0,0.07,6.9
ORD100610,2024-08-23,C3529,P603,Office Supplies,West,Online,3,359.03,0.0,147.55
ORD100611,2023-11-30,C7071,P713,Furniture,East,Online,8,132.03,0.1,86.75
ORD100612,2024-07-18,C9228,P647,Furniture,South,Online,8,257.2,0.04,196.48
ORD100613,2023-10-05,C9192,P166,Technology,East,Retail,3,60.25,0.0,40.65
ORD100614,2024-05-09,C7673,P775,Technology,East,Retail,6,492.72,0.24,262.58
ORD100615,2024-04-05,C2822,P501,Technology,East,Online,3,67.07,0.06,48.68
ORD100616,2023-06-29,C9644,P146,Technology,West,Online,4,208.9,0.0,97.29
ORD100617,2023-07-11,C5878,P467,Office Supplies,Central,Online,7,426.57,0.17,342.39
ORD100618,2023-02-14,C5913,P491,Furniture,West,Online,3,126.22,0.04,56.22
ORD100619,2023-04-11,C7311,P177,Technology,East,Online,2,137.15,0.19,108.15
ORD100620,2023-11-09,C7921,P995,Furniture,East,Online,3,405.21,0.04,252.86
